,aed_amount,total_amount,currency,created_at,exception,exception_amount,merchant_id,mtd,net_loss,order_id,user_id,which_day,which_month,gmv_growth,rolling_change_today,matured_ntl_today,projected_ntl_today,merchant_name
20,1.0,1.0,QAR,2024-05-09,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.75,20767aa6-c906-438c-8a91-ebed5a63bddd,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,,,,,,,PayLater Test Merchant
21,1.0,1.0,QAR,2024-05-14,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,26d54083-90d9-477c-ae7b-07d101f719d4,1fc7e142-9cde-4693-8614-89ce8541121b,,,,,,,PayLater Test Merchant
22,10.0,10.0,,2024-05-11,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,10.0,f5ea1f05-5c26-4cd8-9dd7-78afaa086410,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,,,,,,,PayLater Test Merchant
23,2.0,2.0,QAR,2024-05-14,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,26e324aa-db12-4c64-a749-f0002327841b,1fc7e142-9cde-4693-8614-89ce8541121b,,,,,,,PayLater Test Merchant
24,4.0,4.0,,2024-05-19,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,6bb00fd3-2e11-4fc2-a36a-58de56606f9c,5914439a-f06f-442e-a5ef-39fc973fff93,,,,,,,PayLater Test Merchant
25,1.0,1.0,QAR,2024-05-16,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,019623cb-c59e-44fb-834c-161b202018bd,a484d9bb-45df-4ea7-8864-7b5839c1dc07,,,,,,,PayLater Test Merchant
26,2.0,2.0,QAR,2024-05-19,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,e6b127fc-03b9-4bdb-92a6-16c62630fe1e,5914439a-f06f-442e-a5ef-39fc973fff93,,,,,,,PayLater Test Merchant
27,1.0,1.0,QAR,2024-05-19,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,056b53d3-850a-4a4e-9a1c-53456f2576da,44a1b407-3cb3-4c81-9fef-60362cf65902,,,,,,,PayLater Test Merchant
28,2.0,2.0,QAR,2024-05-19,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,bf61daef-0171-430e-afe4-d4b47c076c9e,44a1b407-3cb3-4c81-9fef-60362cf65902,,,,,,,PayLater Test Merchant
29,2.0,2.0,QAR,2024-05-20,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,c272518e-57b3-43e3-a37e-b0f939d17d3f,44a1b407-3cb3-4c81-9fef-60362cf65902,,,,,,,PayLater Test Merchant
30,1.0,1.0,QAR,2024-05-20,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,8990759e-cba9-4243-9d4d-a17c7b1cc35f,5914439a-f06f-442e-a5ef-39fc973fff93,,,,,,,PayLater Test Merchant
31,159.5,159.5,QAR,2024-07-18,1,4000.0,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,,0.0,78312870-89ca-4e82-8620-577175c8fb75,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,,last_to_last_month,,,,,Approved Market
32,1119.0,1119.0,QAR,2024-07-21,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,f38a5381-8da5-4ee2-a1b7-8a8feb15c562,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,,last_to_last_month,,0.0,,,Store 974
33,1119.0,1119.0,QAR,2024-07-21,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,f38a5381-8da5-4ee2-a1b7-8a8feb15c562,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,,last_to_last_month,,0.0,,,Store 974
34,577.0,577.0,QAR,2024-07-24,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,9d6a7f82-60f0-410b-a94f-1752b873a935,2905bfa0-41ee-498f-b076-cca3738285f7,,last_to_last_month,,0.0,,,Store 974
35,1663.0,1663.0,QAR,2024-08-03,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,3cb6b44e-4698-429d-b166-743be1ad0c83,52ae0b53-4a31-4833-b022-61c3e36b8986,,last_month,,0.0,,,Store 974
36,220.0,220.0,QAR,2024-08-01,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,16df9a2e-2fc5-4f72-a329-a1d7aa11cabb,4fd843d3-b8fa-4763-a5b3-807df67900b0,,last_month,,,,,PayLater Test Merchant
37,3799.0,3799.0,QAR,2024-08-01,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,fb247512-ad0c-4ffd-ac40-64b8eb6d7420,6cea7f8f-77a8-4f06-be73-e5660fccd904,,last_month,,0.0,,,Store 974
38,1.0,1.0,QAR,2024-08-06,1,15000.0,e9d41268-9b8b-454a-972a-0648ceea313c,,0.0,8dec6c61-9598-4c5a-8e99-68702ccefcd4,438994b0-b6c6-4c0a-a5bf-0da8f74e3884,,last_month,,,,,PayLater Test Merchant
39,1918.0,1918.0,QAR,2024-08-11,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,49d40a37-f572-4fd5-bb6c-041bf22119d9,c1092bd1-304c-447e-afeb-8556b4ed27cb,,last_month,,0.0,,,Store 974
40,500.0,500.0,QAR,2024-08-15,1,4000.0,b85d3ac4-1e22-4d4f-b180-f6b424fcab8f,,0.0,4738113f-9218-48dd-a09d-a897428fb49b,2dc9d2bb-6ce2-4ae4-bd09-1b284713170c,last_month_today,last_month,,0.0,,,U Events
41,599.0,599.0,QAR,2024-08-15,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,c961cf7c-c17b-4bff-9552-f071328beafe,cb3cf0c8-8c0d-4630-a098-c90f7db17680,last_month_today,last_month,,0.0,,,Store 974
42,599.0,599.0,QAR,2024-08-19,1,4000.0,dfe044f2-fb3a-42b4-b42f-fec46043476c,,0.0,c81f6f9f-9dd6-4d94-8e10-e539b756ffba,e53c9e86-f31f-43bc-9783-4b64b1004cd9,,last_month,,,,,Tech Station Trading
43,4000.0,4000.0,QAR,2024-08-20,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,f18b6970-0fe2-429f-8927-9fae982f3eb3,68319604-1330-4cdd-81ed-1017118accb4,,last_month,,,,,People's Telecom
44,4000.0,4000.0,QAR,2024-08-20,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,d4f8035f-4719-41fa-afa3-b61a969c084b,c39d9814-453c-4a19-9794-c228a01fed5e,,last_month,,,,,People's Telecom
45,274.5,274.5,QAR,2024-08-21,1,4000.0,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,,0.0,0bbab06a-bf69-4fff-b847-06b0dff432b1,22218266-be73-493b-8e8e-ed584a17dd23,,last_month,,,,,Approved Market
46,699.0,699.0,,2024-08-22,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,11573e1e-4475-40e3-991b-bcba1de79332,941add44-950f-4ad3-8488-efaba38c5ff6,,last_month,,,,,People's Telecom
47,4000.0,4000.0,QAR,2024-08-22,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,c1a178f8-2bb8-4efe-8577-d5d07bee6173,082ffeef-9657-48c4-9cad-a5f9976e0fd8,,last_month,,,,,People's Telecom
48,305.75,305.75,QAR,2024-08-22,1,4000.0,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,,0.0,de202ec5-fe14-458d-85ab-b55e2ec869bd,2c6d2370-705b-4fd0-b426-6a83f509c85d,,last_month,,,,,Approved Market
49,1589.0,1589.0,QAR,2024-08-23,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,827e0ea2-67ab-4efa-b190-28fe6d8ae5c0,115e5120-0de0-454d-aef9-a35ee1148146,,last_month,,,,,People's Telecom
50,1390.0,1390.0,QAR,2024-08-24,1,4000.0,a1008604-16c2-4cc4-a826-4a5a8998e72c,,0.0,e16a3c2e-0020-474c-be77-09f870cf4f6e,aba22397-ce77-4296-9ff6-579080e08afc,,last_month,,,,,Joy Travels
51,799.0,799.0,QAR,2024-08-27,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,ad3b8f04-07f7-4f4e-854b-f98c754c151d,a8a4d3a6-8dde-4f5f-bd7e-47d97ed94130,,last_month,,,,,People's Telecom
52,4000.0,4000.0,QAR,2024-08-26,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,3582faff-9d80-4588-b89f-3b0129a63c96,4fcf3658-06dd-498c-8ee4-584546cd55f1,,last_month,,,,,People's Telecom
53,1180.0,1180.0,,2024-08-27,1,4000.0,f27c1cb9-7394-4b68-b329-b82bcb6bca29,,0.0,515e6208-f389-472d-9b71-1853c10d673d,e9aeba75-0a38-4e5c-98f4-150ba6b0a142,,last_month,,,,,Viva Store
54,439.0,439.0,QAR,2024-08-27,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,bf5db467-0f0d-45d1-87a2-90857a6aa28b,2b32bae4-c51a-46b7-bdc0-feecbdf08bc4,,last_month,,,,,People's Telecom
55,348.0,348.0,QAR,2024-08-28,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,c40816ca-3a47-4e01-b5f7-aea7cb59be31,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,,last_month,,,,,People's Telecom
56,3769.0,3769.0,,2024-08-29,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,38236d6e-a618-494a-915c-e1f149a4e611,59584325-cff0-4899-a9f9-cea9bc6bc539,,last_month,,,,,People's Telecom
57,300.0,300.0,QAR,2024-08-28,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,5c79f8b9-0f6a-4550-a70f-05765e116357,348efa9a-f438-4eaf-a583-d3e3330638c8,,last_month,,,,,People's Telecom
58,488.0,488.0,,2024-08-28,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,bed38b75-2803-4298-ae89-683c9063b878,05733e4c-2dd3-4a4d-97e3-114f1036602c,,last_month,,,,,People's Telecom
59,3819.0,3819.0,QAR,2024-08-28,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,37d6f832-c699-455e-a415-393512b6611d,b6078646-ecd7-4722-8507-0e4602a0e300,,last_month,,,,,People's Telecom
60,799.0,799.0,,2024-08-29,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,b95780bd-a214-4df4-b942-f93db268fff0,59584325-cff0-4899-a9f9-cea9bc6bc539,,last_month,,,,,People's Telecom
61,2529.0,2529.0,QAR,2024-08-29,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,698e3b1d-0905-428f-8b50-cb79a7666978,5a8dbfa5-c40d-4476-84f2-29fbda75b8af,,last_month,,,,,People's Telecom
62,1299.0,1299.0,QAR,2024-08-29,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,503d5861-0093-4148-996b-31a983ddb620,c2e48e72-70b4-4194-80eb-bb7fcb2c1fb3,,last_month,,,,,People's Telecom
63,1399.0,1399.0,QAR,2024-08-29,1,4000.0,f27c1cb9-7394-4b68-b329-b82bcb6bca29,,0.0,7957fdd6-aba6-4af2-8167-64d4888fe3f8,2c6d2370-705b-4fd0-b426-6a83f509c85d,,last_month,,,,,Viva Store
64,779.0,779.0,QAR,2024-08-29,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,0ca21c07-b72e-4456-b73c-df15f5d2fb4f,81c938d3-2f83-4fe3-8260-6780efb17634,,last_month,,,,,People's Telecom
65,2747.0,2747.0,QAR,2024-08-30,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,6be8912c-c202-4656-89a5-8d6db4b52205,3047b50e-4c1b-4f00-ab58-558fed4eca46,,last_month,,,,,People's Telecom
66,1519.0,1519.0,QAR,2024-08-30,1,4000.0,f27c1cb9-7394-4b68-b329-b82bcb6bca29,,0.0,a910f15c-52a2-4d5c-8c9f-0f83a2ff9767,c2e48e72-70b4-4194-80eb-bb7fcb2c1fb3,,last_month,,,,,Viva Store
67,397.0,397.0,QAR,2024-08-30,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,8d4388c0-df3c-4995-b85a-18d014c8559e,b761721f-ac66-4f54-92bc-6b8ea2b86cb9,,last_month,,0.0,,,Store 974
68,1699.0,1699.0,QAR,2024-08-31,1,4000.0,f27c1cb9-7394-4b68-b329-b82bcb6bca29,,0.0,1731ffe8-4249-440d-b895-ed38eef9a701,c0134840-219f-43a5-90c1-313119d64b90,,last_month,,,,,Viva Store
69,1699.0,1699.0,QAR,2024-08-31,1,4000.0,f27c1cb9-7394-4b68-b329-b82bcb6bca29,,0.0,387d6214-cc89-4d62-a7b2-5c9a8e9f0270,5a8dbfa5-c40d-4476-84f2-29fbda75b8af,,last_month,,,,,Viva Store
70,3799.0,3799.0,QAR,2024-08-31,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,20d958bc-a66b-4b7d-95d7-68a7c31b6826,3285c37f-bc0e-4ff8-a8f9-9d0fb4ef1d8e,,last_month,,,,,People's Telecom
71,1589.0,1589.0,QAR,2024-09-03,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,67fee892-4a3f-4b92-93ea-5b7ef890c6bb,49876179-eeb8-4ad0-b3ac-d6c635f15d38,,current_month,,,,,People's Telecom
72,300.0,300.0,,2024-09-05,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,6d793121-8eab-44be-8555-dcd6f0ea4c08,cede038b-1d6d-4fa5-8b7c-87c37b9ba6a3,,current_month,,,,,People's Telecom
73,869.0,869.0,,2024-09-03,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,1a9836ea-ca5b-4dc2-8f5b-fe70662ae4cf,941add44-950f-4ad3-8488-efaba38c5ff6,,current_month,,,,,People's Telecom
74,4000.0,4000.0,QAR,2024-09-04,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,70d0ee90-b24e-4d9b-b9ef-3962c46f6c6f,7080927a-b006-4f5f-8524-2cd081c71099,,current_month,,,,,People's Telecom
75,4000.0,4000.0,QAR,2024-09-07,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,738dfc26-057d-4302-a100-9678389c40b9,70d95923-0de5-4b98-8634-ba18aa8a9cbe,,current_month,,,,,People's Telecom
76,769.0,769.0,,2024-09-08,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,cbb5f802-0daf-4d4f-88c8-9ff205b5a1d9,bc90dfed-a956-450e-81e9-01835477ab34,,current_month,,,,,People's Telecom
77,3699.0,3699.0,QAR,2024-09-08,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,fbd6f8bf-4f95-4dae-b24b-766ba042ff21,1ba46b72-b591-4d6b-b658-1c1a9cb18b5b,,current_month,,,,,People's Telecom
78,2000.0,2000.0,QAR,2024-09-09,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,6c58a5af-f73b-4d1f-aa36-e0dd5a413a2d,4fcf3658-06dd-498c-8ee4-584546cd55f1,,current_month,,,,,People's Telecom
79,3799.0,3799.0,,2024-09-08,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,b77a4f37-ddfa-4100-bcc6-361cbcdc853e,96e2eb8a-0f6c-4353-a8aa-1f1c36dc6e3c,,current_month,,,,,People's Telecom
80,1000.0,1000.0,QAR,2024-09-09,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,7c2ac8c7-914d-4d75-b44c-e51c6119b949,70d95923-0de5-4b98-8634-ba18aa8a9cbe,,current_month,,,,,People's Telecom
81,459.0,459.0,QAR,2024-09-09,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,f11f9852-43c9-4761-9e4d-2487fc9637b2,4fcf3658-06dd-498c-8ee4-584546cd55f1,,current_month,,,,,People's Telecom
82,367.0,367.0,QAR,2024-09-10,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,3b01fa2e-a1c9-4600-9377-39db8084eb24,59e87bc7-7d81-4e29-a656-ef84db5f3e3e,,current_month,,,,,People's Telecom
83,699.0,699.0,QAR,2024-09-11,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,b8379596-5e70-4647-a31b-10f63a87af9e,348efa9a-f438-4eaf-a583-d3e3330638c8,,current_month,,,,,People's Telecom
84,838.0,838.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,4f9442d0-7d58-413e-b001-9787838a7099,42a22e7d-775d-4de6-a9b1-6c632eb1e6b0,,current_month,,,,,People's Telecom
85,1989.0,1989.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,0ffcc53c-0f4e-480b-8d2a-2f6739523ed7,9e2a2075-5e40-40b6-b866-a7a6a1ce4d04,,current_month,,,,,People's Telecom
86,329.0,329.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,8258e35d-c102-41e0-8fe8-9fa7cc02f18c,7e4f6abe-8e5b-42a4-aac1-3325edb30caa,,current_month,,,,,People's Telecom
87,419.0,419.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,33e7e21f-a569-4ca9-94d8-097b9459f34a,11de8104-7a55-4933-b7b6-e91b05fe97a6,,current_month,,,,,People's Telecom
88,439.0,439.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,e564979b-26b1-4392-859e-aae79f3d3061,11612e9a-ab19-4ac0-b3b4-5a87dcbe677e,,current_month,,,,,People's Telecom
89,348.0,348.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,60c5e118-36d1-40d4-9ff7-1488a76cb438,7acaafa3-cc8b-4286-8751-6a5061c8b2a6,,current_month,,,,,People's Telecom
90,439.0,439.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,f172f5cd-a744-4fef-9c6a-b6f031e20e22,147d2ddf-e0bb-4bba-bbed-9728d151c804,,current_month,,,,,People's Telecom
91,329.0,329.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,f0d4e093-dd01-43dd-a821-efb608548f97,f76961cf-9666-44d6-b9de-1c87c4e0f7e1,,current_month,,,,,People's Telecom
92,358.0,358.0,QAR,2024-09-12,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,fd902b26-45c3-4edb-bcdd-8d3f4d1ceb05,4e81ccfe-f09e-4d96-9840-825067ca9f7f,,current_month,,,,,People's Telecom
93,338.0,338.0,QAR,2024-09-13,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,28150e60-1029-4986-bb90-53cc62b37847,9f81b5c0-a27b-470b-988e-e397d75667a0,,current_month,,,,,People's Telecom
94,439.0,439.0,QAR,2024-09-13,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,8bc1e343-ed68-4923-90ee-56f39dda2625,e3fec868-eed1-4316-967b-2ce1fb37670c,,current_month,,,,,People's Telecom
95,457.0,457.0,QAR,2024-09-13,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,c95f783e-f2eb-461a-a981-ae5fa0a8f084,253b3c93-25b9-42cd-a700-47e6ecd37a7e,,current_month,,,,,People's Telecom
96,1278.0,1278.0,QAR,2024-09-13,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,bef9ec8a-982d-47f3-a8bf-26f8915202f2,267afe0d-cc69-4b8e-b635-b7a463971313,,current_month,,0.0,,,Store 974
97,578.0,578.0,QAR,2024-09-14,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,5e43f00b-4768-45b1-88e7-d4f2fc32f961,220ba1f7-effa-4311-9e10-4ecc06e268d4,,current_month,,,,,People's Telecom
98,478.0,478.0,QAR,2024-09-15,1,4000.0,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,,0.0,e916a1db-8b86-4500-8da2-49af579df5d7,b30b5155-b968-424e-8a50-9c7a1eaaf1f4,today,current_month,,0.0,,,Store 974
99,2800.0,2800.0,QAR,2024-09-14,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,8ff0a5da-3f3f-4200-a297-1cc96a131b28,49876179-eeb8-4ad0-b3ac-d6c635f15d38,,current_month,,,,,People's Telecom
100,700.0,700.0,QAR,2024-09-14,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,d4e4c5b3-b831-4822-8892-e079f2ed0ea0,49876179-eeb8-4ad0-b3ac-d6c635f15d38,,current_month,,,,,People's Telecom
101,529.0,529.0,QAR,2024-09-15,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,09921c02-42a3-440a-89df-77936084f845,4b1a50ea-bc9d-4e2a-92c8-271c97c59111,today,current_month,,,,,People's Telecom
102,457.0,457.0,QAR,2024-09-15,1,4000.0,f9efe4bd-84f4-4ede-8f0f-77e6bd667c9f,,0.0,2e54d7f5-59c8-4e6b-b347-3b1bc6b3298a,2bfd799a-461f-4f05-b964-f2b759698d7e,today,current_month,,,,,People's Telecom
